,Name,Duration,Mg,+/-,Al,+/-.1,Si,+/-.2,P,+/-.3,S,+/-.4,Cl,+/-.5,Ar,+/-.6,K,+/-.7,Ca,+/-.8,Sc,+/-.9,Ti,+/-.10,V,+/-.11,Cr,+/-.12,Mn,+/-.13,Fe,+/-.14,Co,+/-.15,Ni,+/-.16,Cu,+/-.17,Zn,+/-.18,Ga,+/-.19,Ge,+/-.20,As,+/-.21,Se,+/-.22,Br,+/-.23,Kr,+/-.24,Rb,+/-.25,Sr,+/-.26,Y,+/-.27,Zr,+/-.28,Nb,+/-.29,Mo,+/-.30,Tc,+/-.31,Ru,+/-.32,Rh,+/-.33,Pd,+/-.34,Ag,+/-.35,Cd,+/-.36,In,+/-.37,Sn,+/-.38,Sb,+/-.39,Te,+/-.40,I,+/-.41,Xe,+/-.42,Cs,+/-.43,Ba,+/-.44,La,+/-.45,Ce,+/-.46,Pr,+/-.47,Nd,+/-.48,Pm,+/-.49,Sm,+/-.50,Eu,+/-.51,Gd,+/-.52,Tb,+/-.53,Dy,+/-.54,Ho,+/-.55,Er,+/-.56,Tm,+/-.57,Yb,+/-.58,Lu,+/-.59,Hf,+/-.60,Ta,+/-.61,W,+/-.62,Re,+/-.63,Os,+/-.64,Ir,+/-.65,Pt,+/-.66,Au,+/-.67,Hg,+/-.68,Tl,+/-.69,Pb,+/-.70,Bi,+/-.71,Po,+/-.72,At,+/-.73,Rn,+/-.74,Fr,+/-.75,Ra,+/-.76,Ac,+/-.77,Th,+/-.78,Pa,+/-.79,U,+/-.80
1104,PCM2/10/E-SUP-97-47,60.501,0.0,0.0,19.0546,0.2119,13.198,0.1035,19.6753,0.0875,0.1763,0.0118,0.8117,0.0146,,,0.7996,0.0128,0.0875,0.0049,,,0.1552,0.0033,0.2224,0.0117,0.4678,0.0114,,,1.6081,0.0131,,,,,,,,,,,,,0.36,0.0022,,,,,,,,,0.0024,0.0005,,,0.0082,0.0006,,,0.0106,0.0007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0066,0.0015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,PCM2/10/E-SUP-97-52,60.5,0.0,0.0,22.1654,0.2624,7.89,0.0954,24.6558,0.1111,0.4199,0.0119,2.2213,0.0235,,,0.7196,0.0136,0.0626,0.0061,,,0.1878,0.0045,0.2912,0.0174,0.359,0.0676,,,1.0243,0.0128,0.0074,0.0021,,,,,,,,,,,0.1161,0.0015,,,,,,,,,0.0021,0.0007,,,0.0258,0.0009,,,0.01,0.0009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0073,0.0019,,,,,,,,,,,,,,,0.004,0.0011,,,,,,,,,,,,,,,,,,,,,,
1106,Tejar 006-8,60.5,0.0,0.0,9.5201,0.1516,13.7537,0.0902,8.3118,0.049,3.6961,0.0231,0.7452,0.0104,,,2.8682,0.0174,0.2175,0.0053,,,0.2728,0.0032,0.4817,0.0128,0.1823,0.0334,,,16.6924,0.0366,,,,,0.0156,0.0016,,,,,,,0.256,0.0022,0.0253,0.0008,,,,,0.0065,0.0007,0.1077,0.0012,,,0.0097,0.0009,,,0.0305,0.001,,,,,,,,,,,,,,,0.017,0.0041,0.0158,0.0045,,,,,,,,,0.1114,0.0153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,TEJAR006-11,60.501,0.0,0.0,16.4176,0.2106,21.8989,0.1322,2.9719,0.0392,0.1775,0.011,0.4939,0.0114,,,0.5427,0.0098,0.2813,0.0057,,,0.0533,0.0023,0.1749,0.0102,,,,,2.2886,0.0135,0.0087,0.0021,0.0071,0.0011,3.5532,0.0109,0.0335,0.0011,,,,,0.0146,0.0023,0.0092,0.0005,,,,,0.0024,0.0005,0.086,0.001,,,0.003,0.0007,,,0.0069,0.0008,,,,,,,,,,,,,,,0.0126,0.0033,0.0136,0.0037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,TEJAR006-12,60.501,0.0,0.0,15.5991,0.2774,0.9991,0.0613,30.84,0.1274,0.6446,0.0243,1.6726,0.0272,,,,,0.3204,0.0091,,,0.1784,0.0053,0.7003,0.0244,0.7672,0.0975,,,14.6073,0.0517,,,,,0.0798,0.004,,,,,,,1.0697,0.0064,,,,,,,,,,,,,0.029,0.002,,,0.0363,0.0024,,,,,,,,,,,,,,,0.0399,0.0102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,TEJAR006-8,60.5,0.0,56.6945,10.9065,0.2296,8.4249,0.1014,17.8646,0.0951,0.8107,0.0182,1.6356,0.0211,,,0.8174,0.0149,0.46,0.0092,,,0.1674,0.0042,0.329,0.0166,0.2937,0.054,,,18.9061,0.0531,,,,,0.0307,0.0027,,,,,,,0.8432,0.0056,0.0345,0.0015,,,,,,,0.0247,0.0015,,,0.0221,0.0018,,,0.0322,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1137,0.0289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,3053-01,60.538,0.0,48.0447,12.1868,0.2199,14.5564,0.1253,21.9549,0.1078,0.325,0.0189,1.326,0.0228,,,,,0.3338,0.0084,,,0.2909,0.0053,0.2381,0.032,0.5802,0.0155,,,6.9604,0.0328,,,,,,,,,,,,,0.0248,0.0046,0.0031,0.0008,,,,,,,0.0331,0.0012,,,0.019,0.0014,,,0.0096,0.0014,,,,,,,,,,,,,,,0.0255,0.0065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0202,0.0032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,3064-01,60.532,0.0,0.0,18.1719,0.3445,4.0405,0.105,32.2126,0.1646,1.8504,0.0394,3.0944,0.0429,,,0.9451,0.0255,0.6907,0.0169,,,0.8086,0.0107,,,0.7931,0.0279,,,3.3189,0.0326,,,,,0.0866,0.0049,,,,,,,0.0537,0.008,0.0075,0.0014,,,,,,,0.0191,0.0018,,,0.0074,0.0019,,,0.0147,0.0022,,,,,,,,,0.047,0.0067,,,,,,,,,,,,,,,,,0.1468,0.0339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1009,0.0089,,,,,,,,,,,,,,,0.0187,0.0026,,,,,,,,,,,,,,,,,,,,,,
1112,3067-01,60.529,0.0,0.0,12.1416,0.264,5.6124,0.0956,23.3171,0.1178,0.5277,0.0196,1.672,0.025,,,,,0.3715,0.0096,,,0.6027,0.007,0.0914,0.0238,0.6662,0.0165,,,18.6422,0.0589,,,,,0.0506,0.0041,,,,,,,0.0584,0.0082,0.0111,0.0013,,,,,,,,,,,0.015,0.0017,,,0.0066,0.0019,,,,,,,,,0.0221,0.006,,,,,0.031,0.0091,0.0326,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0426,0.0071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,PCM1/5,60.536,0.0,39.4283,25.4823,0.241,0.8164,0.0423,36.1564,0.1116,0.0489,0.0127,1.0744,0.018,,,,,0.0435,0.0049,,,0.1363,0.0038,0.2913,0.0155,0.1832,0.0442,,,1.2193,0.0122,,,,,,,,,,,,,0.0082,0.0018,,,,,,,,,,,,,0.0083,0.0008,,,0.0162,0.0009,,,,,,,,,,,,,,,0.0137,0.0042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,3022,60.5,0.0,30.2513,23.0892,0.2233,2.8637,0.0556,25.5745,0.0909,4.035,0.0304,0.8053,0.0156,,,1.4897,0.0169,2.8083,0.0161,,,0.2866,0.0045,0.3769,0.0182,0.7594,0.0854,,,1.1717,0.0124,,,,,,,,,,,,,0.0081,0.0019,,,,,,,,,0.0826,0.001,,,0.0047,0.0009,,,,,,,,,,,,,,,,,,,0.0184,0.0042,0.0221,0.0046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0233,0.0026,,,,,,,,,,,,,,,0.0066,0.0012,,,,,,,,,,,,,,,,,,,,,,
1115,0113-01,60.501,0.0,0.0,18.3057,0.2174,3.5501,0.0598,26.5187,0.0925,0.1125,0.0117,0.4444,0.0123,,,,,,,,,0.3178,0.0037,0.0505,0.014,0.3727,0.0096,,,13.6341,0.0364,,,,,,,,,,,,,0.0248,0.0037,0.0104,0.0007,,,,,,,,,,,0.0106,0.0009,,,,,,,,,,,,,0.023,0.003,0.0111,0.0035,,,0.0192,0.0046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008,0.0026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,MP-001a,60.501,0.0,0.0,1.92,0.1453,2.3735,0.057,12.6375,0.0716,0.2387,0.0105,1.113,0.0152,,,,,6.9396,0.0243,,,0.2805,0.0048,,,0.0544,0.0081,,,39.6158,0.0733,,,,,0.0263,0.0033,,,,,,,0.1216,0.0123,0.0115,0.0013,,,,,,,0.1907,0.0026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0574,0.0155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117,MP-001b,60.501,0.0,0.0,1.9366,0.1618,3.4245,0.0702,10.947,0.071,0.3432,0.0128,1.1308,0.0164,,,0.5061,0.012,6.5031,0.0247,,,0.46,0.0059,,,0.0997,0.0083,,,38.7124,0.0754,,,,,0.0891,0.0047,,,,,,,0.1434,0.0141,0.014,0.0014,,,,,0.0042,0.0013,0.2079,0.0027,,,0.0076,0.0017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1089,0.0164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,MP-005a,60.5,0.0,0.0,14.2554,0.3512,1.5107,0.094,28.7015,0.1597,0.0,0.0,2.4408,0.0426,,,,,2.343,0.0242,,,0.8046,0.0114,0.5012,0.0603,0.4981,0.1023,,,14.7609,0.0668,0.1683,0.0121,,,,,,,,,,,0.2303,0.0043,,,,,,,,,0.0617,0.0026,,,0.0111,0.0024,,,0.0196,0.0026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0363,0.01,0.8316,0.0176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,MP-005b,60.537,0.0,0.0,12.1725,0.3099,3.8679,0.0982,24.1264,0.1361,0.5547,0.0246,2.4069,0.0341,,,0.5363,0.0194,2.7687,0.024,,,1.1038,0.0117,0.3645,0.0493,0.3534,0.0798,,,16.6559,0.0659,,,,,0.0425,0.0042,,,,,,,0.1661,0.0159,0.0113,0.0014,,,,,,,0.0348,0.0018,,,0.0087,0.0017,,,0.0087,0.0018,,,,,,,,,,,,,,,0.0171,0.0056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,MP-006,60.533,0.0,0.0,1.1076,0.1015,37.935,0.176,0.7791,0.0362,0.0633,0.0152,1.2937,0.0209,,,,,1.7234,0.0143,,,0.7395,0.0068,,,,,,,0.8052,0.0105,,,0.0071,0.0012,0.0329,0.0014,,,,,,,,,,,,,,,,,0.0042,0.0006,,,0.0114,0.0007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0152,0.0049,,,,,,,,,,,,,,,,,,,,
1121,MP-026,60.5,0.0,0.0,16.5974,0.2992,11.9234,0.1384,9.2236,0.0832,0.2413,0.0203,1.3218,0.0243,,,,,1.717,0.0156,,,0.1447,0.0044,,,0.2625,0.0106,,,6.3483,0.0299,,,,,10.1555,0.028,0.0346,0.0023,,,,,0.0531,0.0077,,,,,,,,,0.0575,0.0018,,,,,,,0.0146,0.0017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,MP-027,60.5,0.0,0.0,2.773,0.1611,34.8177,0.2123,1.8965,0.0498,0.3534,0.0177,2.2818,0.0298,,,1.473,0.0239,0.854,0.0153,,,0.5222,0.0078,,,,,,,1.3108,0.0165,,,,,0.028,0.0019,0.0039,0.0009,,,,,,,,,,,,,,,0.0018,0.0006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0057,0.0013,,,,,,,,,,,,,,,,,,,,
1123,MP-027b,60.5,0.0,0.0,3.3476,0.1731,24.7374,0.1744,2.0365,0.0436,1.4527,0.0242,1.5793,0.0226,,,1.8038,0.0225,0.8454,0.0133,,,0.4138,0.0063,,,,,,,15.0454,0.0498,,,,,0.0715,0.0034,,,,,,,0.0259,0.0056,,,,,,,,,0.0239,0.0011,,,0.0053,0.001,,,0.006,0.0011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,MP-028,60.501,0.0,0.0,14.024,0.2949,7.1312,0.116,27.8496,0.1433,1.506,0.0314,2.3127,0.0332,,,1.2458,0.0249,1.5222,0.0206,,,0.7928,0.0101,0.1077,0.0336,0.2043,0.0619,,,7.7384,0.0437,,,,,,,,,,,,,0.0525,0.0073,,,,,,,,,0.0187,0.0012,,,0.0039,0.0012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,MP-034,60.5,0.0,0.0,2.0349,0.1565,3.2556,0.0681,12.9546,0.0774,0.2288,0.0114,1.2224,0.017,,,,,5.3808,0.0228,,,0.3984,0.0054,,,0.1483,0.0092,,,39.1349,0.0766,,,,,0.0128,0.0031,,,,,,,0.1782,0.0155,,,,,,,,,0.146,0.0024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0751,0.0176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,MP-035,60.5,0.0,0.0,10.8873,0.2222,1.6938,0.0568,15.8373,0.0897,0.3382,0.0167,1.2957,0.0209,,,,,23.6929,0.0547,,,0.8687,0.0107,0.3274,0.0533,,,,,4.045,0.0327,,,,,0.0131,0.0027,,,,,,,,,,,,,,,0.0225,0.0015,5.8423,0.0111,,,0.0233,0.0043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3539,0.0249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0322,0.0049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,MP-037,60.5,0.0,0.0,4.2258,0.1993,2.5656,0.068,14.8015,0.0871,0.1855,0.0128,1.181,0.0183,,,,,2.7949,0.0175,,,0.3069,0.0051,,,0.1783,0.0083,,,38.6785,0.0767,,,,,,,,,,,,,0.109,0.0127,,,,,,,,,0.0185,0.0016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2758,0.0106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,MP-038,60.5,0.0,0.0,9.7232,0.2112,3.5235,0.0684,15.882,0.083,1.0587,0.0194,1.1176,0.0179,,,0.8364,0.0157,23.0075,0.0508,,,0.514,0.0082,,,0.1764,0.0129,,,7.4855,0.041,0.033,0.0072,,,,,0.0109,0.002,,,,,0.0587,0.0073,,,,,,,,,0.45,0.0031,,,0.0099,0.0018,,,0.0055,0.0015,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0522,0.0136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3149,0.0085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,MP-039,60.501,0.0,0.0,11.7584,0.2692,9.3146,0.122,13.8451,0.097,0.2951,0.0165,1.9273,0.0259,,,,,7.7327,0.0339,,,0.4739,0.008,,,0.498,0.0173,,,13.345,0.0546,,,,,0.1245,0.0054,,,,,,,0.1132,0.0112,,,,,,,,,0.0386,0.0015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.214,0.0089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,MP-040,605350.0,0.0,65.5555,7.4185,0.1902,3.0577,0.0636,18.9355,0.0857,0.0927,0.0131,1.1665,0.018,,,,,31.2041,0.0585,,,0.1717,0.0073,0.1764,0.0363,0.6222,0.0207,,,2.6285,0.0258,,,,,,,,,,,,,0.0656,0.0073,,,,,,,,,0.1492,0.0019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0497,0.0112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0401,0.0046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1131,MP-063,60.566,0.0,0.0,15.4578,0.3452,6.2554,0.1298,29.4151,0.1676,0.3579,0.0324,3.3572,0.0478,,,,,3.2554,0.0305,,,1.1225,0.0139,,,,,,,5.0238,0.0412,0.0999,0.0095,,,,,,,,,,,0.0878,0.0115,,,,,,,,,0.0253,0.0016,,,0.0236,0.0018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5231,0.0126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,MP-066,60.501,0.0,0.0,13.9467,0.3694,4.9133,0.1232,27.9338,0.1739,0.5782,0.0289,3.8795,0.0504,,,0.82,0.0284,3.4014,0.0338,,,0.4926,0.0123,,,0.1687,0.016,,,9.6684,0.0611,,,,,0.0262,0.0037,0.0069,0.0022,,,,,0.0614,0.0024,,,,,,,,,0.017,0.0016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,MP-076,60.5,0.0,0.0,2.0405,0.4702,0.6568,0.1277,1.7866,0.072,0.2876,0.0274,5.3052,0.0605,,,,,0.4345,0.0172,,,0.0408,0.0084,,,12.0837,0.0964,1.2392,0.0662,37.3591,0.1647,0.0912,0.0239,3.5652,0.0551,0.0954,0.0127,,,,,,,,,,,,,,,,,,,,,,,,,0.1868,0.0076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1074,0.0134,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,MP-079,60.567,0.0,51.5682,13.9478,0.2916,7.6351,0.1196,22.7098,0.1296,0.2785,0.024,2.0367,0.0326,,,0.5908,0.0197,7.0784,0.0361,,,0.7672,0.0107,0.1911,0.0408,0.2656,0.073,,,6.3449,0.0407,,,,,0.262,0.0059,,,,,,,0.0971,0.0102,,,,,,,0.0053,0.0012,0.143,0.0021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0613,0.0127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135,MP-080,60.5,0.0,0.0,15.3664,0.414,7.5545,0.1643,26.9658,0.1919,0.729,0.0368,4.8988,0.0629,,,0.7651,0.032,3.203,0.037,,,0.5348,0.0143,0.181,0.0532,,,,,3.8511,0.0431,,,,,0.0136,0.0029,,,,,,,0.0445,0.002,0.0037,0.0012,,,,,,,0.0093,0.0014,,,,,,,,,,,,,,,,,,,,,,,0.0178,0.0055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,MP-081,60.533,0.0,0.0,11.8737,0.2619,10.7242,0.1289,17.3449,0.1091,0.8251,0.026,1.6185,0.0277,,,1.3928,0.0232,5.0062,0.0284,,,1.0108,0.0101,0.2122,0.0392,,,,,9.0422,0.0441,,,,,0.5864,0.0081,0.0076,0.002,,,,,0.087,0.0103,,,,,,,,,0.2881,0.0027,,,0.0163,0.0018,,,0.0052,0.0015,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1051,0.0145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,MP-082,60.5,0.0,0.0,13.5144,0.3192,10.3174,0.1494,22.0631,0.1435,0.339,0.0266,2.8178,0.0402,,,0.9965,0.0258,4.3191,0.0323,,,1.1309,0.0135,0.1841,0.0462,,,,,5.282,0.0405,,,,,0.0287,0.0032,,,,,,,0.0718,0.0092,,,,,,,,,0.0535,0.0016,,,0.0052,0.0014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,MP-084,60.5,0.0,0.0,12.8643,0.3108,6.2167,0.1185,12.9773,0.1091,0.6205,0.0225,2.7015,0.0352,,,,,20.4058,0.0681,,,0.9497,0.0152,0.1959,0.0574,,,,,3.3201,0.0381,,,,,0.0171,0.003,,,,,,,,,,,,,,,,,0.6225,0.0044,,,,,,,,,,,,,,,,,,,,,,,0.0193,0.0053,,,,,,,,,,,0.1431,0.0175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1139,MP-085,60.5,0.0,0.0,11.9699,0.3043,4.6392,0.1042,18.5063,0.1236,0.478,0.023,2.689,0.0352,,,,,12.0939,0.0496,,,0.8962,0.0127,0.2103,0.0488,,,,,9.9759,0.0572,,,,,0.0095,0.0031,,,,,,,0.0534,0.0092,,,,,,,0.0087,0.0016,2.2217,0.0082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0952,0.0206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,MP-102,60.5,0.0,0.0,1.7827,0.1976,1.3461,0.0641,16.2218,0.0985,0.3109,0.0161,1.7643,0.0239,,,,,4.9128,0.0258,,,0.5926,0.0074,,,0.0704,0.0087,,,40.0258,0.0891,,,,,0.0891,0.0057,0.0185,0.0035,,,,,0.1806,0.0179,,,,,,,,,0.0263,0.0019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,MP-141,60.527,0.0,0.0,2.6133,0.119,31.5123,0.163,1.5428,0.0331,0.3013,0.0117,1.261,0.0174,,,1.1249,0.0161,4.5341,0.0221,,,0.5164,0.006,,,0.0185,0.0057,0.1403,0.0065,3.9961,0.0236,,,0.0065,0.0015,0.0327,0.0017,0.0028,0.0009,,,,,,,,,,,,,0.0038,0.0006,0.0071,0.0007,,,0.0063,0.0007,,,,,,,,,,,,,,,,,,,0.0072,0.0023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,MP-142a,60.5,0.0,0.0,2.1433,0.171,2.9169,0.0688,13.486,0.0811,0.2347,0.0123,1.2575,0.0178,,,,,0.9836,0.0107,,,0.4739,0.0054,,,0.1785,0.0073,0.0242,0.0069,43.171,0.0773,,,,,,,,,,,,,0.5792,0.0058,,,,,,,,,0.0161,0.0016,,,0.0066,0.0017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,MP-142b,60.532,0.0,0.0,1.8219,0.1352,5.7253,0.077,9.2613,0.0608,0.1911,0.0095,0.9759,0.0138,,,,,5.2248,0.0202,,,0.3444,0.0047,,,0.1097,0.0071,0.0276,0.0071,38.798,0.068,,,,,0.0393,0.0034,0.0078,0.0021,,,,,0.212,0.0151,,,,,,,,,0.0647,0.0017,,,0.0084,0.0015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0716,0.0147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,MP-165,60.501,0.0,0.0,13.831,0.3904,2.6582,0.1072,24.9402,0.1636,0.6644,0.0295,3.7587,0.0481,,,0.6298,0.0248,4.1521,0.0357,,,0.6402,0.0128,0.3796,0.061,0.6346,0.131,,,13.3633,0.0726,,,,,0.0278,0.0045,,,,,,,0.1453,0.0037,0.0065,0.0017,,,,,,,0.1829,0.0032,,,0.0071,0.0022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0665,0.0202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,MP-167,60.5,0.0,0.0,18.9909,0.4136,0.9732,0.0934,24.5109,0.1541,0.3367,0.0309,2.7509,0.0424,,,,,1.8277,0.0222,,,0.2514,0.0082,,,0.4299,0.0178,,,1.1041,0.0161,,,,,18.6285,0.0454,0.11,0.0035,,,,,0.326,0.0248,,,,,,,0.0086,0.0023,0.1344,0.0032,,,0.0079,0.0025,,,0.0098,0.0026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0148,0.0047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,MP-171,60.5,0.0,0.0,21.017,0.4175,1.3613,0.0928,25.5905,0.16,0.9235,0.0333,3.2508,0.0448,,,0.7684,0.0254,2.2312,0.0255,,,0.2297,0.0086,,,0.388,0.0192,,,3.6356,0.0325,0.0509,0.0066,0.0146,0.0034,6.8139,0.0297,0.4049,0.0064,,,,,,,,,,,,,,,0.0352,0.0018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
